,0
97468523,32
23756849,32
69382754,32
74893562,32
32765948,32
72634589,32
63895742,32
24598376,32
54876923,32
25473698,32
32796845,32
89475326,32
75284936,32
64532789,32
39254876,32
87269345,32
67935248,32
68293745,32
28975463,32
63892574,32
45782369,32
26895743,32
27549368,32
45826379,32
24837695,32
75392684,32
45729368,32
82564937,32
87239654,32
67843925,32
82965437,32
98563742,32
59246738,32
85329746,32
24958376,32
85324769,32
38967254,32
35847629,32
74689523,32
32578469,32
97638245,32
78235496,32
32784569,32
32965478,32
78936254,32
93674285,32
75689423,32
49875623,32
87642395,32
34297658,32
52369874,32
79563248,32
48597632,32
78329654,32
46529837,32
79325468,32
74236958,32
85423976,32
67483952,32
73692845,32
45726983,32
52834967,32
85763492,32
74682359,32
67493528,32
84325769,32
37459286,32
37428965,32
87934526,32
49873265,32
62893475,32
78495623,32
65289473,32
86594732,32
96842375,32
87634592,32
64785923,32
47895263,32
43298567,32
29748536,32
84239657,32
82453697,32
67584392,32
65283794,32
89574236,32
48523967,32
63725498,32
82579463,32
23576984,32
93764852,32
72854693,32
73892546,32
56239478,32
45287396,32
84276539,32
48237956,32
35897624,32
83672594,32
28439567,32
94765382,32
49583267,32
98572643,32
74538926,32
43298576,32
45698732,32
24673598,32
38526794,32
83795426,32
98465372,32
94635728,32
75689432,32
29648573,32
92786345,32
49732856,32
37845629,32
38756294,32
27456983,32
76825349,32
49736582,32
45263987,32
28439576,32
63892475,32
86935427,32
53926784,32
68374592,32
94672583,32
96285437,32
46259837,32
24859367,32
23586479,32
54367982,32
23597864,32
83794526,32
98637425,32
37256489,32
49736528,32
34576289,32
67294835,32
95248376,32
97824536,32
87945623,32
85762493,32
58693247,32
97362845,32
64972385,32
34276589,32
72694583,32
89367524,32
73956482,32
76594238,32
92345867,32
59763824,32
94682375,32
59234678,32
42987635,32
38762594,32
93426785,32
52647398,32
48237965,32
97286354,32
23569784,32
42589367,32
39254867,32
74832695,32
73256489,32
56437289,32
76352498,32
35942867,32
76542893,32
84362957,32
68325497,32
35286749,32
38795426,32
37586492,32
78465923,32
27493856,32
38796245,32
64239578,32
54627938,32
76453982,32
65983472,32
26354798,32
97842356,32
37246598,32
36429857,32
54632978,32
67382549,32
75642389,32
73596428,32
89652437,32
98235764,32
32659487,32
67489253,32
35642798,32
65398427,32
39472658,32
78495632,32
38524967,32
93256784,32
45387962,32
72863954,32
57346289,32
54923678,32
82973645,32
32965487,32
46573298,32
87623945,32
45623897,32
56974832,32
87456923,32
79365428,32
49678235,32
24957638,32
76953824,32
49362857,32
23687945,32
68392745,32
89462573,32
65238497,32
76392485,32
53497682,32
76345289,32
64973258,32
39468572,32
37895624,32
57382694,32
43895276,32
92386745,32
93576284,32
35729846,32
64532798,32
42736598,32
83524967,32
48369257,32
35946782,32
54836927,32
64938572,32
67395842,32
38749526,32
52369847,32
73452869,32
39284576,32
23764859,32
82764935,32
86725439,32
84237965,32
72856493,32
53286794,32
89723564,32
56238794,32
56428937,32
26549387,32
67485329,32
23587496,32
32875496,32
39756284,32
58792364,32
82793654,32
57328496,32
76483529,32
98743562,32
28357694,32
96728354,32
23845679,32
53948267,32
37594682,32
89326574,32
49725683,32
56328749,32
98432567,32
36789254,32
96758432,32
63549287,32
23958764,32
52849376,32
25836749,32
29543687,32
23976854,32
76598324,32
35268974,32
53496728,32
73895264,32
57238694,32
45298763,32
82576394,32
54637928,32
27485693,32
56873249,32
49875632,32
95873264,32
34596782,32
42956738,32
82546937,32
36587492,32
32749658,32
24396758,32
59328674,32
76324895,32
82459673,32
46985237,32
93654827,32
92473658,32
45698723,32
29357684,32
67259843,32
74938562,32
84795623,32
75326849,32
39652748,32
62985734,32
64835972,32
25487639,32
49526783,32
79632845,32
94257638,32
25479863,32
37692854,32
45263879,32
74659823,32
54837962,32
89324657,32
67283459,32
26785439,32
62895743,32
98457236,32
62739854,32
48725693,32
47235986,32
98472536,32
62985743,32
92657384,32
95687432,32
96732845,32
24758963,32
42376589,32
58239647,32
69834527,32
75324986,32
39456287,32
46872395,32
89243576,32
64239785,32
85237946,32
58246793,32
89576324,32
59482367,32
84725693,32
98635274,32
25483976,32
23478596,32
53647298,32
86743295,32
63987542,32
46925837,32
73895642,32
34586729,32
78465932,32
64978532,32
73256498,32
45286379,32
98732546,32
67394825,32
72354698,32
52493876,32
79485632,32
45926837,32
45739286,32
23576948,32
56293748,32
37459682,32
26538947,32
26598374,32
54896273,32
48679253,32
86397254,32
76295384,32
35478926,32
83295476,32
25769843,32
32894765,32
74698532,32
93652784,32
93756248,32
85793264,32
74569832,32
73498265,32
98742536,32
45783296,32
82795463,32
64893527,32
94583276,32
54628793,32
89736452,32
45827396,32
89645273,32
56348972,32
76845239,32
74825963,32
28965473,32
78546932,32
98274653,32
67952834,32
84597623,32
43827659,32
86379245,32
84763529,32
85246739,32
72589346,32
65249873,32
83472659,32
98257634,32
35264789,32
93874526,32
89743625,32
74895236,32
98267453,32
59238764,32
74823659,32
94523867,32
45638279,32
23485769,32
27854693,32
97263845,32
34297685,32
67823459,32
65384927,32
72589364,32
97385462,32
98472635,32
27894653,32
26735498,32
24957683,32
93547268,32
32579684,32
46879523,32
32647985,32
36952847,32
93864572,32
35762498,32
67342598,32
57893642,32
98275634,32
76294385,32
59738264,32
36427589,32
75896234,32
25943876,32
52748963,32
32497586,32
98742563,32
65972384,32
86472359,32
54269387,32
97463258,32
37692845,32
65938427,32
57249863,32
36892457,32
45263978,32
89376524,32
47832659,32
89273465,32
98264357,32
94526783,32
58693274,32
83524976,32
38746259,32
89365274,32
74562398,32
45693287,32
85236947,32
79653284,32
53826794,32
98275643,32
73849256,32
97263854,32
75964823,32
28693754,32
37982465,32
72965483,32
76425398,32
75386249,32
63895724,32
54269378,32
56782349,32
26984753,32
42983567,32
89645237,32
59783246,32
49768325,32
98645327,32
98724356,32
23564978,32
45926873,32
23564987,32
54673928,32
36974582,32
85962374,32
75938462,32
98724365,32
89635742,32
83964527,32
58739264,32
27359846,32
64357289,32
62498375,32
73856429,32
83765942,32
34958276,32
83927645,32
58374692,32
28456973,32
89354276,32
48679352,32
79452386,32
96728345,32
38246795,32
29874563,32
54726938,32
49682357,32
65894372,32
84762593,32
74235869,32
83752649,32
39674258,32
37246589,32
48273965,32
54837926,32
42579836,32
83459672,32
54789623,32
42573689,32
92468537,32
38579426,32
29874536,32
89276534,32
43659827,32
92645837,32
48792365,32
98456237,32
78324569,32
62894735,32
68493275,32
72483965,32
37256498,32
98254367,32
52894376,32
54692378,32
23586497,32
64895372,32
47256389,32
46573289,32
23675984,32
63452987,32
86927345,32
46258937,32
89756234,32
29547836,32
95678234,32
23476985,32
69827345,32
63798245,32
65834927,32
95638274,32
49536782,32
94538267,32
28543769,32
76539842,32
23847956,32
32675948,32
28745963,32
36254798,32
52843967,32
23958746,32
92384576,32
47286395,32
58634729,32
73628954,32
74298563,32
64238579,32
96375482,32
76425389,32
29476358,32
59738246,32
67945382,32
38254976,32
73459286,32
67293485,32
32589647,32
53476289,32
84962375,32
95347682,32
57693248,32
26879354,32
67835924,32
49583276,32
45386927,32
48532967,32
83457296,32
78639254,32
86753294,32
57384962,32
78639245,32
25396784,32
53487692,32
23478695,32
98235674,32
45628739,32
82675934,32
62795438,32
59762834,32
45268793,32
73268945,32
87234596,32
76543928,32
57328694,32
46795823,32
82435967,32
59842376,32
52678934,32
46389527,32
26853974,32
52764389,32
95248367,32
58329647,32
62854793,32
24386759,32
73849265,32
39524876,32
48675239,32
35489267,32
89463752,32
78659432,32
67239548,32
54869732,32
25934876,32
48596723,32
63847592,32
25896743,32
96385427,32
73948256,32
92543687,32
26485739,32
97852364,32
89574326,32
28769435,32
38679425,32
32967845,32
25467389,32
23568794,32
96724538,32
63985742,32
56829473,32
72583964,32
47256398,32
34567298,32
75463298,32
45683279,32
84723956,32
94265738,32
63789254,32
83924567,32
64325879,32
94873265,32
53764298,32
86925473,32
32845769,32
45276983,32
69475823,32
38692745,32
89726543,32
54369782,32
72493865,32
97836254,32
46879532,32
96485732,32
89452763,32
28653794,32
98267435,32
89462735,32
64538972,32
98732564,32
38654972,32
48523976,32
39564827,32
49678253,32
67859243,32
87594623,32
65387249,32
23968754,32
26875439,32
96823745,32
29536784,32
58276439,32
49863275,32
89723465,32
56839427,32
54637892,32
25649837,32
76352489,32
57428936,32
63798254,32
45827369,32
27549386,32
27495683,32
59632847,32
64357298,32
24578963,32
68295473,32
45273896,32
57928463,32
65347298,32
39682754,32
34268957,32
67829534,32
49873256,32
29438567,32
73458269,32
52948367,32
45987326,32
54896372,32
86759432,32
25943867,32
76945328,32
68942357,32
28453679,32
98735642,32
73942856,32
74532698,32
73864592,32
75326948,32
98563724,32
56328497,32
58492376,32
84325796,32
85437629,32
57934826,32
92763548,32
37269854,32
46872359,32
53278964,32
29647358,32
74692358,32
46839572,32
78653294,32
79623854,32
58342967,32
63249875,32
92673458,32
68493257,32
82549763,32
26598347,32
63982457,32
89624753,32
74835926,32
37269845,32
74236895,32
97264583,32
36854792,32
93576248,32
82795436,32
67495382,32
93247658,32
32764985,32
63548279,32
46528973,32
83562794,32
42768935,32
65937284,32
57892634,32
98346725,32
69285473,32
75896243,32
56384972,32
67489235,32
32748596,32
76852439,32
75984263,32
25369874,32
48952367,32
92387654,32
64578923,32
68459732,32
96823754,32
25649873,32
46297385,32
38254967,32
56473289,32
27356498,32
96732854,32
74698523,32
23758694,32
86927354,32
43296758,32
46359827,32
32495768,32
48265793,32
36458729,32
67328549,32
63985724,32
59763842,32
26735489,32
87564923,32
89276543,32
75692348,32
65294837,32
34856729,32
42736589,32
36254789,32
87564932,32
73948265,32
62895734,32
54672839,32
89246735,32
69852347,32
49265783,32
89273456,32
63249857,32
45639278,32
72459386,32
23874569,32
84976532,32
72354689,32
54398627,32
76942583,32
37459268,32
92345876,32
98653724,32
65874923,32
89524367,32
73685492,32
73529864,32
48273956,32
98437625,32
42659873,32
26893574,32
45386972,32
67295843,32
64238795,32
23468795,32
64295873,32
76325849,32
86745932,32
73628945,32
96472385,32
28465973,32
92436785,32
34728965,32
27453968,32
84962357,32
36724598,32
68293754,32
39526748,32
93762485,32
32796854,32
84362975,32
86379254,32
86745923,32
65834972,32
52736489,32
72358964,32
46235987,32
87395462,32
98465273,32
52764398,32
34926758,32
65423798,32
23748659,32
63485729,32
84637529,32
37586429,32
26548379,32
87925463,32
93526784,32
97836245,32
23976845,32
63589247,32
68325479,32
53894276,32
38974562,32
72483956,32
92346785,32
84739265,32
89476253,32
48532976,32
23956478,32
68937245,32
83295467,32
24935867,32
52493867,32
27596438,32
69742385,32
72453968,32
63452978,32
47236985,32
53467289,32
52486739,32
34679825,32
23847965,32
32967854,32
63982475,32
78562394,32
76389425,32
89367542,32
89756243,32
98546327,32
36854729,32
82936754,32
29768435,32
82354976,32
63892457,32
48792356,32
83765924,32
76345298,32
85236497,32
54276839,32
98257643,32
45368297,32
57396248,32
36427598,32
49637528,32
74562389,32
76953842,32
72856439,32
78946523,32
26879345,32
45829637,32
62953874,32
96837254,32
73894256,32
63952847,32
38762459,32
65429837,32
76234985,32
63879254,32
28764395,32
64538927,32
84236957,32
58269347,32
56924837,32
89732456,32
45678239,32
84732956,32
39574862,32
89723456,32
75698432,32
45826397,32
46835927,32
27869354,32
69734528,32
95346782,32
38645972,32
63782954,32
79632854,32
28573694,32
67482935,32
69827354,32
83427695,32
53476298,32
89534276,32
35276489,32
76452839,32
75984236,32
95427638,32
93678542,32
64398572,32
65927384,32
89726534,32
98457263,32
73268954,32
64385972,32
34768925,32
95437682,32
74325896,32
74539862,32
78546923,32
63975482,32
64239587,32
23674958,32
69853274,32
32487569,32
98263574,32
23596874,32
78329645,32
36958274,32
59762843,32
38672549,32
76823549,32
54863297,32
43758926,32
67849235,32
29458763,32
92867354,32
82346795,32
74285963,32
78365492,32
32465879,32
67938542,32
42987653,32
67859234,32
32597846,32
97854623,32
75986324,32
52948376,32
56239487,32
67395248,32
92764835,32
98642537,32
73589264,32
72548396,32
74358962,32
92786354,32
75324896,32
47935826,32
36897542,32
65982437,32
93548627,32
24396785,32
47325986,32
48952376,32
42953867,32
98473652,32
35497682,32
85739246,32
89376542,32
43289576,32
32875469,32
36892475,32
62984735,32
94673582,32
52947638,32
92543678,32
36724589,32
23749685,32
46795832,32
42953876,32
96453278,32
54829736,32
24935876,32
94857623,32
46235978,32
98736425,32
74532689,32
28693745,32
34725698,32
83764925,32
73452896,32
23687954,32
39427658,32
98235746,32
27684593,32
69748532,32
45296387,32
25839476,32
48735629,32
59374682,32
85234679,32
37425689,32
72956483,32
85627439,32
94582367,32
92643785,32
84723965,32
69723845,32
52836794,32
79835426,32
73895624,32
65837294,32
73854692,32
53278946,32
92675834,32
62953847,32
65423789,32
52736498,32
93547862,32
85673492,32
63245789,32
78936245,32
45739268,32
32496578,32
76539824,32
83456279,32
39675284,32
83672495,32
54283697,32
42857693,32
73692854,32
76849325,32
73542968,32
53764289,32
54723869,32
79643285,32
39246758,32
89627534,32
26974538,32
42983576,32
75389426,32
67328594,32
42835967,32
63597428,32
25769834,32
72485693,32
72583946,32
27965483,32
72846539,32
52678943,32
54923687,32
69587423,32
89476325,32
86274539,32
72493856,32
89635724,32
24673589,32
98274635,32
26895734,32
76952483,32
48369275,32
23645987,32
32594768,32
93547286,32
63725489,32
78643259,32
45263897,32
53748926,32
59427683,32
83746295,32
56329748,32
93428567,32
43857629,32
89627543,32
25934867,32
38427695,32
27356489,32
79623845,32
48596732,32
39472685,32
35489276,32
73528946,32
45768239,32
86327954,32
45639287,32
23845697,32
69475832,32
27968354,32
56473298,32
69572348,32
53629847,32
45679283,32
47689523,32
58423976,32
93678425,32
85967423,32
49527683,32
74296385,32
94675283,32
46987352,32
84963275,32
76325984,32
54932786,32
89624375,32
83465972,32
83697254,32
27456938,32
56327849,32
92386754,32
95376428,32
74359826,32
28674935,32
85796432,32
28793645,32
29456873,32
47965832,32
23576894,32
85342976,32
93457286,32
53496782,32
64825937,32
67348925,32
75862394,32
32857964,32
95726438,32
49768235,32
57932684,32
93256748,32
87645932,32
38642759,32
48379265,32
94735682,32
67382594,32
79826354,32
67259834,32
48362957,32
62893574,32
79568432,32
98264735,32
97853264,32
76859243,32
42765398,32
95346728,32
86732954,32
89372546,32
74389526,32
36985724,32
39576248,32
54693287,32
84329756,32
24579863,32
23659748,32
57398462,32
76254389,32
82543796,32
76235948,32
78326945,32
47392658,32
28764953,32
56248973,32
86324579,32
58497623,32
56742398,32
67285394,32
23756948,32
82659437,32
46895237,32
73865492,32
36892574,32
86397245,32
46352798,32
83925476,32
56892743,32
59847632,32
54286973,32
25389467,32
65328479,32
38475926,32
92674358,32
54632897,32
94678352,32
83567249,32
23958647,32
39426758,32
32764859,32
47682359,32
89367425,32
62945738,32
78562349,32
25397684,32
83465927,32
92563784,32
53284967,32
78923645,32
32495678,32
76492835,32
25647389,32
37258964,32
63258974,32
83925467,32
37245689,32
56283794,32
87235496,32
35769842,32
37489265,32
58423967,32
52487639,32
89576234,32
89375624,32
34769825,32
38759462,32
36729854,32
86549732,32
59268347,32
58967432,32
24836759,32
89754362,32
37548629,32
98546237,32
53829467,32
25493867,32
45397862,32
86579432,32
97384526,32
46985327,32
32845679,32
83542697,32
54287936,32
47986253,32
79326854,32
24583976,32
97384562,32
76824395,32
79236845,32
65342798,32
79652384,32
79386245,32
59276483,32
43675298,32
28453769,32
38426759,32
28675934,32
28546973,32
89374652,32
68294573,32
68294537,32
47529836,32
85239647,32
65478932,32
29753648,32
92678453,32
89632574,32
27453869,32
56783294,32
26543978,32
89625347,32
85329674,32
23784596,32
52476389,32
56398427,32
73529846,32
45986372,32
25389476,32
67438952,32
82567349,32
87645923,32
49273865,32
65348972,32
95247683,32
57248963,32
94852376,32
46832795,32
96857423,32
67458392,32
84796532,32
54723986,32
82746395,32
47659823,32
74862395,32
92457386,32
58497632,32
76954382,32
54762938,32
45678293,32
27368954,32
46392758,32
69543278,32
65973284,32
29674835,32
23485697,32
27964583,32
23694587,32
67845293,32
63489257,32
64537298,32
43569872,32
47896235,32
67293584,32
94865723,32
76324958,32
74235986,32
39247658,32
42735689,32
47392685,32
47689532,32
28753694,32
98547263,32
32857946,32
26785493,32
49378265,32
63425798,32
28569473,32
67423589,32
63724598,32
57684923,32
43826795,32
85634729,32
49728356,32
43652798,32
28697345,32
45682397,32
24583967,32
26539874,32
65429873,32
84329765,32
62594783,32
28395476,32
64892537,32
29567384,32
74986235,32
68543297,32
95734628,32
29568473,32
86459732,32
86752394,32
84253967,32
38247695,32
29875463,32
49265738,32
82359467,32
89426735,32
47538962,32
59246783,32
93564872,32
38549627,32
32579486,32
67852439,32
86579423,32
46352789,32
34729856,32
85634792,32
85963274,32
39548627,32
98347625,32
98253467,32
87329645,32
36975482,32
32467985,32
47986235,32
86934572,32
56892734,32
94735628,32
25836794,32
48729356,32
87926345,32
23694578,32
26437589,32
39284567,32
54672893,32
76825394,32
64289573,32
83462795,32
86732945,32
79456823,32
29536748,32
54763982,32
75862349,32
37984652,32
94368257,32
53846792,32
26543897,32
56327894,32
34896752,32
98725364,32
35724698,32
25476398,32
38296754,32
76389452,32
67943528,32
82465973,32
78652349,32
49532867,32
89534267,32
95264783,32
87625439,32
49862375,32
32895746,32
32495687,32
42835976,32
89274365,32
72359864,32
28476395,32
24397685,32
26453897,32
45392687,32
78456923,32
84635792,32
56789423,32
34986752,32
58634792,32
49378256,32
37894652,32
54762893,32
67284395,32
98432576,32
46897352,32
83697245,32
42638957,32
65823794,32
95678342,32
76392458,32
64329587,32
34286759,32
76538942,32
53629874,32
57684932,32
59483276,32
36975428,32
29658473,32
64982537,32
48527693,32
85792346,32
72435689,32
75236984,32
32849756,32
26957483,32
75296348,32
96734528,32
93427658,32
63945782,32
42563798,32
34728956,32
32584679,32
36879254,32
32795468,32
98732456,32
29537684,32
27368945,32
62945783,32
68947523,32
29756348,32
73985246,32
63945728,32
59483267,32
76598234,32
74965823,32
98253476,32
64938527,32
67423598,32
96734582,32
29453786,32
96725438,32
59328746,32
43652789,32
82794536,32
59873264,32
32849765,32
87459623,32
34672598,32
35294867,32
45768329,32
54386297,32
98375264,32
52476398,32
43956782,32
54387269,32
76598243,32
67495238,32
76482593,32
76859234,32
95436728,32
62379845,32
95768342,32
45389672,32
93675284,32
37428956,32
43589276,32
54928763,32
76453928,32
65892437,32
73895246,32
76385294,32
36729845,32
49273856,32
42589376,32
29837654,32
92675384,32
92547386,32
98526743,32
89642753,32
76493852,32
49683257,32
45836972,32
96852347,32
54782396,32
92457368,32
45738692,32
78456932,32
78395462,32
42895376,32
28536749,32
76542983,32
56239748,32
53279846,32
42658973,32
84325679,32
52837694,32
73694582,32
85269347,32
58324679,32
89724635,32
93654872,32
45679328,32
35287694,32
74538962,32
54827369,32
94263857,32
38759426,32
73842965,32
68375429,32
85732946,32
42675389,32
85796423,32
45273986,32
32856947,32
89627435,32
28964573,32
96745823,32
74235968,32
93427685,32
72534698,32
79236854,32
98467352,32
65342789,32
37854692,32
92546387,32
92675348,32
84796523,32
28395467,32
48736529,32
65892473,32
24836795,32
53274698,32
36594728,32
76453892,32
35896724,32
63489275,32
42568937,32
32578496,32
45267893,32
74359862,32
38564972,32
92456378,32
67329458,32
93678452,32
98526734,32
76948253,32
42658937,32
89372564,32
84627593,32
45869732,32
56238749,32
65239478,32
48623975,32
46358927,32
29675843,32
58974623,32
38475962,32
23967854,32
74389562,32
64329578,32
23479568,32
48729365,32
89374625,32
67584293,32
75832694,32
48769235,32
96857432,32
48957623,32
27534689,32
42895367,32
29453768,32
75234986,32
83795462,32
83965427,32
92435867,32
93472685,32
92678435,32
93456278,32
65973248,32
67289534,32
85439267,32
64983572,32
49785632,32
98437652,32
68954723,32
45869723,32
76583924,32
62798354,32
92684573,32
54928673,32
94852367,32
59438267,32
49623875,32
56872349,32
87365492,32
47523698,32
79568423,32
28675943,32
98473526,32
45897326,32
89632547,32
79386254,32
79265483,32
87492356,32
74925836,32
89237456,32
36497528,32
69725483,32
52837649,32
54872396,32
36549728,32
32465978,32
36789245,32
75643298,32
96287345,32
58329764,32
35769824,32
89375642,32
49785623,32
54782369,32
64982573,32
48639257,32
98736524,32
56783249,32
82537649,32
35746289,32
42765389,32
49638257,32
47659832,32
68745923,32
54387296,32
64293758,32
98265743,32
48593267,32
82965473,32
32584697,32
53274689,32
38642795,32
67853492,32
79834526,32
79486532,32
53927684,32
93456287,32
82465937,32
54386279,32
23754896,32
24573698,32
23658749,32
89236457,32
98264753,32
85269374,32
28793654,32
72685439,32
93768452,32
95637428,32
67934285,32
46897325,32
75643289,32
92475836,32
39475862,32
96287354,32
83657294,32
54372968,32
74869523,32
75389462,32
37459628,32
74862359,32
58962347,32
65329478,32
36892547,32
47298536,32
56347298,32
74352689,32
98374265,32
34896725,32
85439276,32
72864539,32
93524867,32
28764935,32
28453796,32
83567294,32
59847623,32
84529376,32
67849352,32
82657394,32
86275439,32
38762549,32
76832594,32
26539847,32
48362975,32
45823679,32
98465327,32
85732964,32
35468927,32
57962348,32
42563789,32
39762485,32
96384527,32
89725634,32
25397648,32
45896273,32
43268957,32
38426795,32
94257683,32
48769253,32
46895273,32
98732465,32
39678542,32
72435698,32
89327546,32
56347289,32
68725493,32
93468572,32
59634782,32
57398426,32
54936872,32
93472658,32
54723968,32
87459632,32
87934562,32
86573249,32
23478569,32
63982547,32
36879245,32
54839672,32
59328764,32
36428957,32
93562784,32
34672589,32
95764328,32
53829476,32
98375246,32
74925863,32
37549682,32
89724653,32
26973854,32
56239784,32
49862357,32
54693278,32
32589764,32
59873246,32
82453679,32
82657349,32
67495283,32
76324985,32
84529367,32
73694528,32
25368974,32
54673829,32
94368275,32
86549723,32
76254398,32
78326954,32
63587492,32
93248567,32
65938472,32
93684572,32
95674283,32
64253789,32
75683249,32
64382759,32
85276493,32
54287963,32
43826759,32
64253798,32
53647289,32
67938425,32
67438925,32
29568437,32
76538924,32
27486593,32
54763928,32
62847539,32
89426753,32
89625374,32
64825973,32
65239487,32
46358972,32
25487693,32
94765328,32
76452893,32
89236475,32
76829543,32
46529873,32
29748563,32
27534698,32
85239674,32
62798345,32
93564827,32
36847529,32
67498352,32
86573294,32
65978423,32
65478923,32
59238674,32
49356782,32
96745832,32
47523689,32
35294876,32
68947532,32
45396827,32
79456832,32
43297658,32
39762458,32
46395827,32
98736542,32
25647398,32
89627453,32
65893472,32
74683295,32
48639275,32
34769852,32
76948235,32
69852374,32
83542679,32
54372986,32
73985264,32
27546983,32
56742389,32
73524689,32
67592483,32
87492365,32
54937862,32
36548729,32
89237465,32
85792364,32
54627839,32
98635247,32
92768543,32
35729864,32
93524876,32
87235469,32
92546378,32
78652394,32
65328497,32
84672593,32
67593482,32
62975438,32
73842956,32
54367829,32
45837962,32
26973845,32
75234968,32
47896253,32
58324697,32
32765849,32
23756984,32
65382749,32
26543987,32
69543287,32
89326475,32
89725643,32
86324597,32
43268975,32
89367452,32
59423876,32
92564837,32
32795486,32
68745932,32
58329746,32
48593276,32
76492853,32
65329487,32
25493876,32
46298537,32
58974632,32
54932768,32
73524698,32
62975483,32
45397826,32
89624357,32
43675289,32
87926354,32
45678329,32
76234895,32
92768534,32
75236948,32
29658437,32
89754326,32
87329654,32
75986234,32
36428975,32
95263847,32
63982574,32
34587692,32
76829534,32
35746298,32
76493825,32
53279864,32
65982473,32
24397658,32
79826345,32
62594738,32
45937268,32
35896742,32
45769382,32
95368247,32
23479586,32
75832649,32
92435876,32
96384572,32
45829763,32
43658927,32
45682379,32
74352698,32
85246793,32
54976823,32
63258947,32
67498325,32
74869532,32
64537289,32
98265734,32
39862745,32
27543896,32
76392548,32
42735698,32
52368947,32
39862754,32
29457863,32
49768253,32
37258946,32
23576849,32
98547236,32
67284359,32
56789432,32
78265493,32
37489256,32
39426785,32
98374256,32
68954732,32
47985263,32
54286937,32
26874539,32
89576243,32
47985236,32
64258937,32
76483592,32
82543769,32
54839627,32
95436782,32
53284976,32
29456837,32
23967845,32
93674258,32
43569827,32
82673549,32
67328459,32
54283679,32
37862945,32
37942856,32
29834567,32
57329486,32
94678325,32
67843952,32
92654873,32
68923745,32
39576284,32
62738954,32
96385472,32
57293648,32
29675834,32
82569437,32
38967245,32
69573284,32
75893462,32
45739682,32
62879345,32
54936287,32
82346759,32
98356742,32
69453287,32
23569748,32
79486523,32
89742653,32
43629857,32
74236985,32
36895742,32
32764895,32
72596438,32
76948325,32
76523489,32
24758936,32
89475263,32
98472563,32
45986327,32
54376982,32
35268947,32
67584329,32
48957632,32
39768524,32
35846729,32
67934258,32
92834567,32
74523698,32
57968432,32
76824359,32
52397648,32
89435267,32
86234597,32
42386759,32
92753648,32
23476958,32
42378956,32
73269854,32
46395872,32
84236597,32
36482957,32
28479563,32
85379264,32
47839526,32
85963247,32
54768239,32
82567394,32
49362875,32
84976523,32
97853246,32
65983427,32
58269374,32
89435276,32
32758694,32
83459762,32
35478962,32
29476385,32
54283796,32
64785932,32
37895642,32
48539276,32
95732864,32
57869432,32
47895236,32
23964578,32
93684527,32
53826749,32
95847623,32
85492367,32
67289543,32
72345698,32
74659832,32
39247685,32
35728946,32
48539267,32
82564973,32
76248953,32
85962347,32
76453829,32
75236894,32
45897236,32
93765824,32
63892547,32
84792356,32
47935862,32
64289537,32
89246753,32
82673594,32
96853274,32
84629375,32
85762439,32
78395426,32
49526738,32
85329764,32
84793256,32
85974623,32
75326984,32
84975623,32
54928736,32
45293687,32
89536724,32
59243867,32
35469827,32
65238479,32
29837645,32
62984753,32
63594728,32
96543287,32
92576384,32
82645937,32
34657289,32
72345689,32
95674328,32
73452986,32
86459723,32
23754986,32
45987236,32
74658932,32
48736592,32
57826394,32
45763928,32
76234958,32
39652784,32
67852493,32
52487693,32
86945732,32
69857432,32
38762495,32
82753649,32
72359846,32
72439865,32
28653749,32
62783954,32
69374528,32
94256738,32
67859324,32
45897263,32
54629783,32
76452983,32
97362854,32
73548269,32
92346758,32
69742358,32
42675398,32
86597432,32
82359476,32
45863279,32
26943857,32
35627489,32
64983527,32
23759684,32
57469832,32
34587629,32
54278693,32
73589246,32
24769835,32
58732964,32
58796423,32
72965438,32
23574869,32
67483925,32
37498256,32
96273845,32
46987325,32
36489275,32
94352867,32
52364789,32
29648537,32
83459726,32
38296745,32
78569423,32
89275364,32
23479658,32
74325968,32
32846597,32
26874593,32
39762548,32
26589347,32
26798345,32
98652734,32
52748936,32
69548723,32
23468759,32
23597846,32
25936748,32
76583942,32
49763582,32
35672489,32
63254789,32
42569873,32
56384927,32
54832769,32
96847532,32
75892436,32
52938476,32
59627438,32
69287354,32
59346728,32
58792346,32
37854629,32
56437298,32
35469872,32
43287695,32
49685723,32
92756348,32
23754968,32
34592876,32
92837645,32
58349276,32
69375428,32
69287345,32
34276598,32
54769238,32
93452678,32
89647325,32
45738269,32
59634728,32
46783259,32
65749832,32
72346589,32
49685732,32
68572394,32
74892536,32
89756324,32
95724683,32
98546273,32
49623857,32
28476359,32
34592867,32
23964587,32
65978432,32
42659837,32
26453987,32
96273854,32
62893547,32
52364798,32
92548763,32
87365429,32
84325697,32
84239675,32
34567289,32
84725639,32
76523498,32
84792365,32
89237546,32
57923684,32
45298673,32
89452673,32
92748536,32
28457936,32
86725493,32
75463289,32
96725483,32
27893546,32
29753684,32
54762983,32
74325986,32
47395826,32
45629738,32
87593264,32
82973654,32
98245367,32
83642795,32
58732946,32
63428975,32
38246759,32
69452378,32
84269357,32
97462385,32
85974632,32
59376482,32
38679524,32
29785436,32
93672584,32
89476235,32
49763528,32
74296358,32
68543279,32
23594786,32
85724693,32
23875496,32
29765348,32
45987362,32
76384295,32
35986742,32
89275346,32
89536742,32
89573624,32
93768524,32
