,0
23485967,64
56324789,64
76392845,64
45826739,64
67495832,64
87963452,64
98746532,64
45267398,64
32856794,64
42536987,64
42356978,64
32985467,64
56238974,64
67298345,64
27894563,64
29678345,64
27896345,64
82456793,64
23678954,64
65237489,64
85329467,64
24357986,64
35426987,64
45273698,64
23567489,64
32954876,64
67293854,64
67324589,64
54637298,64
95326784,64
23765489,64
98637245,64
25437968,64
67239854,64
96783524,64
32579846,64
97683524,64
34257896,64
46325789,64
62457398,64
89376254,64
32654798,64
45378962,64
82674593,64
35249678,64
32495876,64
67943285,64
45932876,64
45376298,64
54987623,64
37456289,64
34259678,64
36897254,64
54278936,64
67542389,64
23647598,64
68972543,64
23756489,64
54279836,64
47238956,64
87695324,64
73542698,64
43259687,64
34259786,64
64235789,64
58673249,64
94327685,64
54627398,64
23465798,64
72549863,64
45893267,64
67293845,64
56329874,64
39542876,64
32758964,64
45837692,64
58326749,64
79863452,64
89362754,64
85234967,64
32958476,64
32584967,64
73459826,64
53249678,64
43529687,64
23475698,64
25349768,64
32487659,64
98372645,64
89375462,64
98735462,64
76284593,64
86794325,64
42539687,64
34526987,64
89453276,64
98567423,64
32984567,64
32657498,64
72985463,64
89326754,64
76935482,64
32478956,64
62985437,64
76492385,64
68974352,64
83765492,64
43256987,64
89573246,64
32587649,64
73549862,64
75893264,64
53246879,64
97862453,64
67954823,64
35248796,64
89637245,64
32489567,64
26894537,64
68973425,64
98365427,64
65893247,64
23498567,64
45723689,64
96875342,64
76542398,64
76395428,64
67295483,64
32574698,64
23945867,64
67285493,64
28459367,64
53426987,64
54367289,64
54268937,64
95768432,64
67592348,64
73984562,64
89654732,64
43256978,64
75238946,64
98475632,64
54283967,64
56239847,64
32746598,64
74329865,64
59672348,64
45926738,64
67839254,64
54829367,64
72986345,64
52349678,64
76952348,64
42359786,64
29543876,64
63987254,64
45937682,64
43526879,64
52437896,64
29453876,64
39452876,64
76548923,64
67453298,64
45637289,64
54623798,64
76592348,64
23857649,64
36984572,64
57983246,64
98375426,64
57896423,64
26984537,64
79683524,64
98237654,64
45896732,64
64892375,64
86973425,64
29678354,64
85239467,64
76235489,64
67234589,64
29543867,64
38674529,64
32768954,64
86974253,64
69785234,64
82679354,64
76384529,64
95236748,64
67583294,64
23749865,64
49327658,64
95327648,64
36457289,64
67483259,64
52347986,64
82457693,64
92548376,64
54382967,64
32479865,64
23658974,64
67943258,64
67832954,64
54738926,64
42357869,64
85762394,64
62548973,64
23579846,64
98642375,64
76389245,64
37452689,64
57326489,64
82764539,64
98263754,64
57329846,64
58674932,64
23987645,64
23487659,64
98647523,64
67958432,64
23854976,64
89624573,64
93458276,64
46983275,64
89325467,64
73452689,64
68795243,64
39542867,64
67954832,64
93457682,64
28763945,64
87694352,64
28456793,64
67932845,64
32476589,64
84769532,64
87965234,64
24538769,64
67583249,64
92765483,64
39675482,64
45289367,64
67928345,64
23859467,64
79862534,64
73984526,64
76584932,64
75234689,64
32895467,64
56328974,64
57892364,64
48237695,64
98467523,64
67829345,64
23659847,64
98367254,64
49765823,64
83769245,64
43528697,64
23764589,64
92457638,64
49236758,64
76398245,64
58237649,64
29673845,64
76382945,64
54763298,64
76293845,64
74325698,64
23758964,64
98563247,64
79865234,64
64327598,64
84329567,64
62453789,64
89647532,64
89742356,64
32576498,64
26897354,64
59762348,64
45892367,64
89476523,64
73896245,64
95324867,64
65234798,64
98734526,64
49675832,64
76594832,64
56234789,64
45938267,64
98752346,64
74983256,64
24359678,64
23574698,64
45627398,64
67589423,64
68975234,64
76298354,64
26895437,64
79683452,64
98326745,64
98364572,64
89452376,64
75236498,64
72983654,64
89645723,64
86972453,64
23597648,64
78962543,64
89635472,64
46983257,64
54289367,64
56892374,64
58237694,64
89657432,64
67453289,64
26895473,64
98276345,64
68795324,64
94673258,64
96873425,64
94235876,64
98456723,64
89546732,64
92458376,64
98473256,64
62897354,64
54678923,64
89236745,64
54728936,64
73459862,64
85769423,64
54398267,64
54293876,64
48675932,64
35427968,64
59326784,64
89365427,64
23479856,64
28675493,64
76293854,64
86974235,64
32896745,64
23649857,64
24537869,64
95762348,64
68793452,64
82453967,64
68973542,64
76382954,64
89326745,64
76483259,64
89645732,64
28673954,64
76238945,64
76295438,64
56237498,64
23896745,64
97684352,64
45289376,64
54897632,64
76483295,64
35426897,64
72456398,64
35247968,64
54273698,64
23564798,64
83675492,64
39674528,64
93674582,64
83456729,64
23569874,64
98456732,64
67485923,64
67329854,64
54629873,64
98645723,64
92458367,64
69783524,64
98634527,64
58239467,64
36548927,64
54263798,64
34256987,64
76934528,64
49673285,64
69782534,64
27458936,64
53426879,64
26893745,64
89743265,64
76459823,64
45263789,64
27985463,64
86795342,64
97862543,64
67849523,64
23486759,64
36547298,64
45769823,64
68973524,64
59328467,64
32749856,64
89456732,64
48237659,64
42359768,64
37982645,64
45293876,64
57893246,64
76298345,64
52349786,64
34528697,64
43258697,64
84237659,64
67952348,64
32576489,64
25346897,64
67835429,64
75236489,64
98647532,64
89463275,64
98754623,64
67958423,64
23957648,64
46985723,64
47328965,64
97685342,64
65234789,64
76925438,64
93675428,64
95768423,64
94327658,64
86972435,64
57236489,64
75983264,64
76845923,64
74983265,64
24538796,64
89746532,64
49325876,64
23675489,64
23586749,64
76823945,64
89572346,64
65239847,64
23649875,64
67925483,64
29763854,64
83549267,64
73452698,64
52438796,64
23675498,64
85326749,64
96873542,64
65327498,64
54986732,64
32478965,64
23956784,64
83452967,64
98735426,64
78964253,64
76842395,64
57982364,64
68792435,64
38456792,64
23598467,64
76934582,64
74893256,64
97863524,64
76583249,64
23645789,64
67294538,64
34527896,64
94237658,64
58327694,64
28763954,64
58327649,64
73542689,64
86973452,64
38679245,64
47895632,64
56897423,64
98235476,64
63897245,64
73896254,64
37982654,64
98756432,64
48329576,64
57324698,64
98723654,64
84239567,64
97864235,64
69874253,64
27458963,64
23576498,64
54736298,64
72459863,64
98627345,64
25347869,64
29675483,64
34526879,64
67832945,64
98627354,64
53249687,64
43526897,64
26984573,64
45723698,64
82549367,64
95763284,64
47983265,64
23497685,64
76953248,64
73986254,64
54837692,64
59678423,64
53429687,64
35247869,64
87962435,64
23657489,64
59237684,64
63894572,64
73458962,64
89657423,64
68974253,64
32596748,64
94762358,64
96782534,64
72986354,64
59327684,64
57324689,64
23984576,64
85769432,64
45927638,64
45987632,64
93548267,64
56324798,64
67395482,64
62457389,64
76385429,64
89265473,64
54986723,64
67392845,64
45293867,64
38542976,64
58236749,64
63549872,64
54736289,64
29548376,64
45389276,64
46329857,64
46895732,64
48235976,64
79685342,64
76584923,64
32679845,64
62985473,64
23985467,64
23845976,64
83769254,64
79865243,64
85327694,64
48675923,64
72894536,64
89362745,64
85329476,64
62548937,64
23496785,64
95328476,64
78963542,64
85763294,64
92543876,64
45389267,64
83549276,64
32895476,64
45936782,64
76453298,64
45628937,64
67584932,64
83546792,64
78694352,64
59237648,64
89465732,64
98375462,64
23647589,64
26457398,64
38679254,64
78963452,64
45732698,64
39456782,64
42359687,64
87962534,64
42537986,64
67835492,64
57894632,64
76285439,64
45278936,64
47985632,64
24538697,64
24358796,64
25348769,64
58672394,64
89624537,64
96872534,64
54263789,64
63984572,64
45369827,64
45673298,64
67854932,64
72894563,64
82765493,64
93547628,64
45832976,64
72983645,64
32765489,64
52437869,64
98265473,64
23945876,64
76925483,64
98326754,64
72546398,64
78695342,64
82673954,64
86973524,64
92768354,64
62458937,64
45296783,64
76945832,64
67394528,64
23497658,64
32769845,64
29675438,64
84673259,64
45738926,64
96872435,64
87962453,64
74239856,64
32497658,64
23957684,64
76234598,64
67294583,64
54982367,64
98463275,64
28459376,64
98572364,64
46987532,64
54763289,64
53249786,64
64892357,64
65984732,64
47238965,64
63458927,64
25346879,64
46893257,64
84237695,64
52349768,64
25348697,64
58673294,64
67953284,64
45396782,64
62453798,64
67842359,64
65892374,64
64895723,64
57328946,64
94235867,64
54368927,64
92456783,64
32946758,64
78965243,64
47893256,64
89754632,64
87963542,64
72896345,64
32467589,64
76954823,64
47896523,64
45987623,64
82764593,64
98452376,64
23564789,64
54387692,64
56892347,64
54936728,64
35249687,64
87964352,64
69872453,64
32486759,64
42356897,64
76459832,64
49327685,64
29673854,64
98463257,64
68793425,64
89275463,64
54362798,64
64983275,64
89273645,64
89643257,64
34256978,64
98276354,64
25348796,64
43529768,64
58234967,64
45923876,64
32896754,64
98362745,64
83765429,64
45893276,64
76398254,64
89273654,64
75329864,64
45926783,64
92547683,64
46329875,64
63548972,64
57986432,64
78965234,64
23495867,64
79862453,64
24358769,64
67295438,64
39768245,64
59673248,64
39548267,64
94328567,64
64327589,64
68975243,64
23859476,64
83457692,64
67398254,64
98723645,64
48329567,64
72896354,64
54827639,64
76329845,64
49678532,64
98473265,64
39547682,64
45739862,64
97685324,64
98752364,64
89653274,64
54372689,64
86975234,64
53248679,64
34526897,64
43258679,64
23657498,64
76329854,64
76589432,64
54623789,64
98367245,64
76852349,64
23468975,64
85237694,64
36547289,64
28679345,64
45732689,64
28764593,64
76583294,64
26548973,64
45287693,64
43526987,64
32986745,64
63542789,64
75238964,64
45827693,64
67398245,64
98634572,64
89453267,64
89635427,64
43258796,64
97862534,64
67923854,64
75982346,64
45638927,64
24359768,64
32985476,64
46895723,64
52349687,64
98475623,64
36549827,64
97863452,64
97864253,64
69875243,64
32468975,64
53427968,64
93456728,64
75984623,64
45623789,64
68794235,64
76453289,64
54379862,64
75986432,64
84672395,64
37896245,64
23948576,64
67589432,64
23576489,64
79864253,64
67329845,64
76823954,64
67849532,64
67285439,64
59328476,64
54296783,64
93765482,64
85672349,64
23468957,64
98724536,64
57326498,64
83764529,64
75234698,64
54928376,64
86794352,64
43258769,64
68795234,64
28673945,64
53247869,64
58762394,64
54823967,64
32579864,64
26458973,64
32497685,64
56237489,64
32658974,64
82675439,64
45387629,64
53427896,64
73895426,64
89456723,64
24537968,64
89265437,64
45623798,64
87965243,64
89475623,64
87962543,64
86792453,64
72985436,64
98235467,64
89647523,64
23598476,64
45938276,64
48235967,64
79862543,64
84769523,64
32679854,64
43259768,64
76945823,64
92674538,64
26897345,64
89634572,64
45729836,64
49237685,64
54927638,64
67384529,64
29548367,64
26457389,64
72458936,64
38764592,64
29763845,64
32486795,64
89546723,64
45269873,64
32589476,64
23574689,64
23849576,64
78963425,64
32749865,64
52438769,64
96782543,64
93672854,64
39764582,64
53427986,64
59673284,64
42358679,64
36458972,64
95673284,64
63542798,64
32986754,64
89325476,64
72456389,64
32769854,64
74893265,64
32847695,64
96784325,64
84762359,64
89452367,64
32987645,64
26548937,64
76948523,64
86975243,64
84679532,64
48765932,64
67843295,64
67493285,64
39768254,64
58679432,64
27896354,64
34529678,64
93452867,64
54829376,64
45892376,64
42358697,64
45637298,64
89632754,64
28674593,64
39764528,64
23586794,64
79864235,64
69783542,64
98547623,64
52439786,64
79862435,64
76324598,64
47985623,64
98325467,64
43257986,64
98652347,64
79865324,64
47235698,64
43527869,64
54629837,64
89274536,64
98574632,64
76932845,64
47326589,64
68972534,64
54372698,64
47982356,64
56329847,64
32568974,64
76594823,64
49675823,64
69875234,64
23654798,64
65984723,64
57238946,64
37458962,64
26893754,64
62547389,64
78962534,64
67598432,64
23479865,64
25347896,64
67485932,64
43259786,64
98635472,64
89736254,64
58326794,64
45823976,64
47896532,64
43257968,64
42358769,64
45673289,64
89547632,64
67839245,64
89576432,64
95236784,64
89732654,64
34528679,64
69875324,64
54897623,64
32467598,64
35248769,64
58236794,64
65983274,64
89276345,64
76942385,64
45982367,64
76948532,64
23745689,64
23745698,64
34527968,64
45268973,64
73985426,64
76592384,64
23578946,64
23846795,64
38547629,64
98567432,64
76845932,64
45628973,64
54293867,64
58769432,64
35429678,64
89473256,64
89324576,64
73892645,64
93768254,64
98732654,64
98476523,64
85326794,64
72458963,64
29456738,64
65328974,64
65982374,64
62894537,64
39678254,64
52437968,64
89235467,64
78694253,64
23648975,64
96874235,64
53428796,64
54386792,64
97865324,64
76923854,64
89462375,64
89564723,64
65897423,64
94765823,64
98546723,64
68794352,64
83672945,64
32674598,64
92678354,64
32649857,64
76458923,64
23958476,64
32678954,64
98327645,64
23496758,64
42358796,64
76852394,64
82763945,64
48325976,64
49328576,64
94672358,64
49672385,64
97682543,64
54673298,64
98472365,64
76943285,64
89562374,64
76495832,64
83547692,64
32748965,64
95762384,64
27456398,64
87692435,64
67328954,64
28549367,64
65987423,64
45386729,64
65238974,64
45392876,64
76835429,64
26983754,64
89274563,64
87965324,64
54638927,64
45986732,64
76239854,64
89652347,64
42357968,64
23754698,64
89564732,64
93546728,64
76832945,64
45629837,64
98753246,64
98635427,64
54769823,64
98573264,64
89457623,64
27984563,64
69874325,64
53246897,64
82543976,64
27459863,64
37985462,64
96783452,64
72895436,64
64985732,64
79684235,64
54832967,64
86792435,64
67548932,64
45392867,64
87963425,64
98745632,64
97684253,64
54827693,64
62543789,64
52439687,64
59236784,64
32845976,64
58769423,64
45762398,64
98472356,64
53247986,64
64987532,64
76582349,64
62893754,64
32754689,64
67825439,64
27983645,64
83674592,64
67934582,64
98457623,64
98754632,64
24359687,64
83762954,64
76549832,64
67823945,64
54286793,64
93675482,64
29457638,64
79682543,64
27456389,64
42539768,64
27983654,64
23495876,64
24537986,64
98324567,64
25349678,64
74895623,64
54639827,64
73546289,64
89263754,64
69872435,64
38765492,64
67458932,64
28675439,64
23679854,64
54729863,64
72893654,64
67459823,64
84236795,64
63548927,64
76593248,64
73892654,64
32759864,64
64987523,64
67385492,64
98625473,64
54298367,64
59236748,64
26459837,64
37459862,64
32674589,64
24356879,64
49678523,64
89625473,64
25347968,64
84765923,64
27986345,64
76928354,64
23594876,64
72984563,64
78692453,64
32475689,64
73546298,64
32756489,64
23478965,64
76839254,64
24357896,64
74328965,64
26458937,64
84763259,64
83457629,64
67945823,64
95327684,64
76543289,64
26543798,64
89542367,64
54267389,64
32764598,64
89264537,64
67328945,64
82769354,64
32897654,64
34528769,64
23489576,64
67482359,64
87695243,64
57239864,64
98546732,64
48239576,64
54896723,64
54628937,64
45379826,64
49238576,64
52439678,64
45986723,64
67942358,64
67238954,64
98653247,64
76289354,64
32498567,64
56893274,64
89327645,64
45382976,64
93456782,64
